Durumu;Stok Kodu;Stok Adı;Üretim Kodu;Üretim Adı;Planlama Miktarı;Şube Kodu;Kaydeden;Kayıt Tarihi;Değiştiren;Değiştirme Tarihi;Ticari Ünvanı;Teslim Tarihi;Adı Soyadı
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;st0000099;ÖNCÜ PUL BİBER 1 KG;0,025;0;KİLOGRAM;0,025;KİLOGRAM;MERKEZ;;;;;
;st0000109;KEKİK 1000 GR;0,015;0;KİLOGRAM;0,015;KİLOGRAM;MERKEZ;;;;;
;st0000108;KİMYON;0,01;0;KİLOGRAM;0,01;KİLOGRAM;MERKEZ;;;;;
;st0000014;SAF TUZ 750 GR   ;0,01;0;KİLOGRAM;0,01;KİLOGRAM;MERKEZ;;;;;
;st0000001;CAJUN BAHARATI 1000 GR;0,025;0;ADET;0,025;ADET;MERKEZ;;;;;
;st0000110;TOZ BİBER;0,03;0;KİLOGRAM;0,03;KİLOGRAM;MERKEZ;;;;;
;st0000218;OLIOVILLA SIZMA Z.YAĞI LT;0,2;0;LİTRE;0,2;LİTRE;MERKEZ;;;;;
;st0000060;KÖZLENMİŞ PATLICAN;0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;st0000201;KÖZLENMİŞ KAPYA BİBER;0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;;;;;;;;;;;;;
Reçete;ST00320;HAYDARİ;BUR00139;HAYDARİ;110;MERKEZ;MERKEZ;10.12.2025;;;;;
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;st0000442;SÜZME YOĞURT;0,5;0;KİLOGRAM;0,5;KİLOGRAM;MERKEZ;;;;;
;st0000218;OLIOVILLA SIZMA Z.YAĞI LT;0,15;0;LİTRE;0,15;LİTRE;MERKEZ;;;;;
;st0000334;SARIMSAK;0,01;0;KİLOGRAM;0,01;KİLOGRAM;MERKEZ;;;;;
;ST00227;KURU NANE;0,02;0;KİLOGRAM;0,02;KİLOGRAM;MERKEZ;;;;;
;st0000014;SAF TUZ 750 GR   ;0,01;0;KİLOGRAM;0,01;KİLOGRAM;MERKEZ;;;;;
;;;;;;;;;;;;;
Reçete;ST00321;SOSLU SOSİS;BUR00141;SOSLU SOSİS;110;MERKEZ;MERKEZ;10.12.2025;MERKEZ;15.12.2025;;;
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;st0000012;KETÇAP KİLOLUK;0,1;0;KİLOGRAM;0,1;KİLOGRAM;MERKEZ;;;;;
;st0000013;SALÇA;0,025;0;KİLOGRAM;0,025;KİLOGRAM;MERKEZ;;;;;
;st0000109;KEKİK 1000 GR;0,005;0;KİLOGRAM;0,005;KİLOGRAM;MERKEZ;;;;;
;st0000014;SAF TUZ 750 GR   ;0,005;0;KİLOGRAM;0,005;KİLOGRAM;MERKEZ;;;;;
;st0000108;KİMYON;0,005;0;KİLOGRAM;0,005;KİLOGRAM;MERKEZ;;;;;
;st0000099;ÖNCÜ PUL BİBER 1 KG;0,005;0;KİLOGRAM;0,005;KİLOGRAM;MERKEZ;;;;;
;st0000017;TRAKYAĞ SIVIYAĞ LT;0,05;0;LİTRE;0,05;LİTRE;MERKEZ;;;;;
;ST00186; DANA SOSİS;0,3;0;KİLOGRAM;0,3;KİLOGRAM;MERKEZ;;;;;
;;;;;;;;;;;;;
Reçete;ST00333;RUS SALATASI;BUR00143;RUS SALATASI;110;MERKEZ;MERKEZ;10.12.2025;MERKEZ;15.12.2025;;;
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;ST00256;GARNİTÜR;0,7;0;KİLOGRAM;0,7;KİLOGRAM;MERKEZ;;;;;
;st0000221;TANE MISIR KONS 340 GR;0,15;0;KİLOGRAM;0,15;KİLOGRAM;MERKEZ;;;;;
;st0000011;MAYONEZ KİLOLUK;0,5;0;KİLOGRAM;0,5;KİLOGRAM;MERKEZ;;;;;
;st0000014;SAF TUZ 750 GR   ;0,05;0;KİLOGRAM;0,05;KİLOGRAM;MERKEZ;;;;;
;ST00182;KÜP KESİM SALATALIK TURŞUSU;0,15;0;KİLOGRAM;0,15;KİLOGRAM;MERKEZ;;;;;
;;;;;;;;;;;;;
Reçete;ST00334;MENÜ 1 ALKOLSÜZ (100 KİŞİ);BUR00145;MENÜ 1 ALKOLSÜZ (100 KİŞİ);100;MERKEZ;MERKEZ;10.12.2025;MERKEZ;11.12.2025;;;
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;ST00322;FINDIK (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00323;BADEM (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00324;FISTIK (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00325;KAJU (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00327;DORİTOS TACO MEGA;4;0;ADET;4;ADET;MERKEZ;;;;;
;ST00328;LAYS KLASİK MEGA;4;0;ADET;4;ADET;MERKEZ;;;;;
;st0000313;SALATALIK;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000303;HAVUÇ;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000177;LİMON SOSU;1;0;LİTRE;1;LİTRE;MERKEZ;;;;;
;st0000455;ANANAS;11;0;ADET;11;ADET;MERKEZ;;;;;
;st0000330;ÇİLEK;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000325;PORTAKAL ;4;0;KİLOGRAM;4;KİLOGRAM;MERKEZ;;;;;
;st0000335;KİVİ;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;ST00336;KÜP MOZERELLA;2;0;KİLOGRAM;2;KİLOGRAM;MERKEZ;;;;;
;ST00335;KOKTEYL ZEYTİN;2;0;KİLOGRAM;2;KİLOGRAM;MERKEZ;;;;;
;st0000433;TOST EKMEĞİ 1000 GR;22;0;ADET;22;ADET;MERKEZ;;;;;
;st0000149;POLONEZ DANA DİLİMLİ TOST JAMBON;0,4;0;KİLOGRAM;0,4;KİLOGRAM;MERKEZ;;;;;
;st0000191;TEKSEN SİYAH ZEYTİN EZMESİ 5 KG;1;0;KİLOGRAM;1;KİLOGRAM;MERKEZ;;;;;
;st0000173;HARUN DİLİM KAŞAR;1;0;KİLOGRAM;1;KİLOGRAM;MERKEZ;;;;;
;st0000227;NO 2 TURŞU;0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;st0000148;YAĞDA KURUTULMUŞ DOMATES 3 KG;0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00337;MİNİ TARTOLET;220;0;ADET;220;ADET;MERKEZ;;;;;
;ST00319;KÖZ BİBERLİ SOS;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00320;HAYDARİ;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00333;RUS SALATASI;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00321;SOSLU SOSİS;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00338;KOKTEYL KURU PASTA;4;0;KİLOGRAM;4;KİLOGRAM;MERKEZ;;;;;
;ST00329;MEYVE SUYU 1 LT PORTAKAL;5;0;LİTRE;5;LİTRE;MERKEZ;;;;;
;ST328;MEYVE SUYU 1 LT;25;0;LİTRE;25;LİTRE;MERKEZ;;;;;
;ST00330;COCA COLA 2,5 LT;3;0;ADET;3;ADET;MERKEZ;;;;;
;ST00331;FANTA 2,5 LT;1;0;ADET;1;ADET;MERKEZ;;;;;
;ST00332;SPRİTE 2,5 LT ;1;0;ADET;1;ADET;MERKEZ;;;;;
;st0000161;BARDAK SU;100;0;ADET;100;ADET;MERKEZ;;;;;
;ST00067;SODA ÇEŞİTLERİ;12;0;Adet;12;Adet;MERKEZ;;;;;
;st0000128;KILIÇ KÜRDAN;1000;0;ADET;1000;ADET;MERKEZ;;;;;
;;;;;;;;;;;;;
Reçete;ST00340;MENÜ 2 ALKOLSÜZ (100 KİŞİ);BUR00147;MENÜ 2 ALKOLSÜZ (100 KİŞİ);100;MERKEZ;MERKEZ;11.12.2025;MERKEZ;15.12.2025;;;
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;ST00339;YAPRAK SARMA;5;0;KİLOGRAM;5;KİLOGRAM;MERKEZ;;;;;
;ST00323;BADEM (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00322;FINDIK (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00324;FISTIK (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00325;KAJU (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00327;DORİTOS TACO MEGA;4;0;ADET;4;ADET;MERKEZ;;;;;
;ST00328;LAYS KLASİK MEGA;4;0;ADET;4;ADET;MERKEZ;;;;;
;st0000313;SALATALIK;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000303;HAVUÇ;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000177;LİMON SOSU;1;0;LİTRE;1;LİTRE;MERKEZ;;;;;
;st0000455;ANANAS;11;0;ADET;11;ADET;MERKEZ;;;;;
;ST00336;KÜP MOZERELLA;2;0;KİLOGRAM;2;KİLOGRAM;MERKEZ;;;;;
;ST00335;KOKTEYL ZEYTİN;2;0;KİLOGRAM;2;KİLOGRAM;MERKEZ;;;;;
;st0000330;ÇİLEK;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000325;PORTAKAL ;4;0;KİLOGRAM;4;KİLOGRAM;MERKEZ;;;;;
;st0000335;KİVİ;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000433;TOST EKMEĞİ 1000 GR;22;0;ADET;22;ADET;MERKEZ;;;;;
;st0000149;POLONEZ DANA DİLİMLİ TOST JAMBON;0,4;0;KİLOGRAM;0,4;KİLOGRAM;MERKEZ;;;;;
;st0000191;TEKSEN SİYAH ZEYTİN EZMESİ 5 KG;1;0;KİLOGRAM;1;KİLOGRAM;MERKEZ;;;;;
;st0000173;HARUN DİLİM KAŞAR;1;0;KİLOGRAM;1;KİLOGRAM;MERKEZ;;;;;
;st0000227;NO 2 TURŞU;0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;st0000148;YAĞDA KURUTULMUŞ DOMATES 3 KG;0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00318;KANEPE SOSU;220;0;ADET;220;ADET;MERKEZ;;;;;
;ST00337;MİNİ TARTOLET;220;0;ADET;220;ADET;MERKEZ;;;;;
;ST00319;KÖZ BİBERLİ SOS;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00333;RUS SALATASI;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00320;HAYDARİ;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00321;SOSLU SOSİS;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00329;MEYVE SUYU 1 LT PORTAKAL;5;0;LİTRE;5;LİTRE;MERKEZ;;;;;
;ST328;MEYVE SUYU 1 LT;25;0;LİTRE;25;LİTRE;MERKEZ;;;;;
;ST00330;COCA COLA 2,5 LT;3;0;ADET;3;ADET;MERKEZ;;;;;
;ST00331;FANTA 2,5 LT;1;0;ADET;1;ADET;MERKEZ;;;;;
;ST00332;SPRİTE 2,5 LT ;1;0;ADET;1;ADET;MERKEZ;;;;;
;st0000161;BARDAK SU;100;0;ADET;100;ADET;MERKEZ;;;;;
;ST00067;SODA ÇEŞİTLERİ;12;0;Adet;12;Adet;MERKEZ;;;;;
;st0000128;KILIÇ KÜRDAN;1000;0;ADET;1000;ADET;MERKEZ;;;;;
;;;;;;;;;;;;;
Reçete;ST00341;MENÜ 3 ALKOLSÜZ ;BUR00149;MENÜ 3 ALKOLSÜZ;100;MERKEZ;MERKEZ;11.12.2025;MERKEZ;12.12.2025;;;
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;ST00340;MENÜ 2 ALKOLSÜZ (100 KİŞİ);100;0;ADET;100;ADET;MERKEZ;;;;;
;st0000009;PEKMEZCİ SİGARA BÖREĞİ (KALEM);2,5;0;KİLOGRAM;2,5;KİLOGRAM;MERKEZ;;;;;
;ST00283;PİLİÇ NUGGET;2,5;0;KİLOGRAM;2,5;KİLOGRAM;MERKEZ;;;;;
;st0000220;KROKET PATATES;7,5;0;KİLOGRAM;7,5;KİLOGRAM;MERKEZ;;;;;
;st0000145;TURYAĞ 18 LT (FRİTÖZ YAĞI);7;0;LİTRE;7;LİTRE;MERKEZ;;;;;
;;;;;;;;;;;;;
Reçete;ST00346;MENÜ 1 ALKOLLÜ;BUR00151;MENÜ 1 ALKOLLÜ;100;MERKEZ;MERKEZ;11.12.2025;MERKEZ;12.12.2025;;;
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;ST00342;YENİ RAKI 1 LT;3;0;LİTRE;3;LİTRE;MERKEZ;;;;;
;3500343;İSTANBLUE VODKA 1 LT;1;0;LİTRE;1;LİTRE;MERKEZ;;;;;
;ST00344;KIRMIZI ŞARAP;4,5;0;LİTRE;4,5;LİTRE;MERKEZ;;;;;
;ST00345;BEYAZ ŞARAP;4,5;0;LİTRE;4,5;LİTRE;MERKEZ;;;;;
;ST00327;DORİTOS TACO MEGA;4;0;ADET;4;ADET;MERKEZ;;;;;
;ST00328;LAYS KLASİK MEGA;4;0;ADET;4;ADET;MERKEZ;;;;;
;st0000313;SALATALIK;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000303;HAVUÇ;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000455;ANANAS;11;0;ADET;11;ADET;MERKEZ;;;;;
;ST00336;KÜP MOZERELLA;2;0;KİLOGRAM;2;KİLOGRAM;MERKEZ;;;;;
;st0000177;LİMON SOSU;1;0;LİTRE;1;LİTRE;MERKEZ;;;;;
;ST00335;KOKTEYL ZEYTİN;2;0;KİLOGRAM;2;KİLOGRAM;MERKEZ;;;;;
;st0000330;ÇİLEK;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000325;PORTAKAL ;4;0;KİLOGRAM;4;KİLOGRAM;MERKEZ;;;;;
;st0000335;KİVİ;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000433;TOST EKMEĞİ 1000 GR;22;0;ADET;22;ADET;MERKEZ;;;;;
;st0000149;POLONEZ DANA DİLİMLİ TOST JAMBON;0,4;0;KİLOGRAM;0,4;KİLOGRAM;MERKEZ;;;;;
;st0000191;TEKSEN SİYAH ZEYTİN EZMESİ 5 KG;1;0;KİLOGRAM;1;KİLOGRAM;MERKEZ;;;;;
;st0000173;HARUN DİLİM KAŞAR;1;0;KİLOGRAM;1;KİLOGRAM;MERKEZ;;;;;
;st0000227;NO 2 TURŞU;0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;st0000148;YAĞDA KURUTULMUŞ DOMATES 3 KG;0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00318;KANEPE SOSU;220;0;ADET;220;ADET;MERKEZ;;;;;
;ST00337;MİNİ TARTOLET;220;0;ADET;220;ADET;MERKEZ;;;;;
;ST00319;KÖZ BİBERLİ SOS;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00333;RUS SALATASI;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00320;HAYDARİ;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00321;SOSLU SOSİS;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00329;MEYVE SUYU 1 LT PORTAKAL;5;0;LİTRE;5;LİTRE;MERKEZ;;;;;
;ST328;MEYVE SUYU 1 LT;10;0;LİTRE;10;LİTRE;MERKEZ;;;;;
;ST00330;COCA COLA 2,5 LT;2;0;ADET;2;ADET;MERKEZ;;;;;
;ST00331;FANTA 2,5 LT;1;0;ADET;1;ADET;MERKEZ;;;;;
;ST00332;SPRİTE 2,5 LT ;1;0;ADET;1;ADET;MERKEZ;;;;;
;st0000161;BARDAK SU;100;0;ADET;100;ADET;MERKEZ;;;;;
;ST00067;SODA ÇEŞİTLERİ;12;0;Adet;12;Adet;MERKEZ;;;;;
;st0000128;KILIÇ KÜRDAN;1000;0;ADET;1000;ADET;MERKEZ;;;;;
;ST00323;BADEM (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00322;FINDIK (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00324;FISTIK (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00325;KAJU (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;;;;;;;;;;;;;
Reçete;ST00347;MENÜ 1 ŞARAPLI;BUR00153;MENÜ 1 ŞARAPLI;100;MERKEZ;MERKEZ;12.12.2025;MERKEZ;15.12.2025;;;
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;ST00323;BADEM (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00325;KAJU (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00324;FISTIK (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00322;FINDIK (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00327;DORİTOS TACO MEGA;4;0;ADET;4;ADET;MERKEZ;;;;;
;ST00328;LAYS KLASİK MEGA;4;0;ADET;4;ADET;MERKEZ;;;;;
;st0000313;SALATALIK;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000303;HAVUÇ;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000177;LİMON SOSU;1;0;LİTRE;1;LİTRE;MERKEZ;;;;;
;st0000455;ANANAS;11;0;ADET;11;ADET;MERKEZ;;;;;
;ST00336;KÜP MOZERELLA;2;0;KİLOGRAM;2;KİLOGRAM;MERKEZ;;;;;
;ST00335;KOKTEYL ZEYTİN;2;0;KİLOGRAM;2;KİLOGRAM;MERKEZ;;;;;
;st0000330;ÇİLEK;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000325;PORTAKAL ;4;0;KİLOGRAM;4;KİLOGRAM;MERKEZ;;;;;
;st0000335;KİVİ;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000433;TOST EKMEĞİ 1000 GR;22;0;ADET;22;ADET;MERKEZ;;;;;
;st0000149;POLONEZ DANA DİLİMLİ TOST JAMBON;0,4;0;KİLOGRAM;0,4;KİLOGRAM;MERKEZ;;;;;
;st0000191;TEKSEN SİYAH ZEYTİN EZMESİ 5 KG;1;0;KİLOGRAM;1;KİLOGRAM;MERKEZ;;;;;
;st0000173;HARUN DİLİM KAŞAR;1;0;KİLOGRAM;1;KİLOGRAM;MERKEZ;;;;;
;st0000227;NO 2 TURŞU;0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;st0000148;YAĞDA KURUTULMUŞ DOMATES 3 KG;0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00318;KANEPE SOSU;220;0;ADET;220;ADET;MERKEZ;;;;;
;ST00337;MİNİ TARTOLET;220;0;ADET;220;ADET;MERKEZ;;;;;
;ST00319;KÖZ BİBERLİ SOS;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00333;RUS SALATASI;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00320;HAYDARİ;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00321;SOSLU SOSİS;110;0;ADET;110;ADET;MERKEZ;;;;;
;ST00329;MEYVE SUYU 1 LT PORTAKAL;5;0;LİTRE;5;LİTRE;MERKEZ;;;;;
;ST328;MEYVE SUYU 1 LT;10;0;LİTRE;10;LİTRE;MERKEZ;;;;;
;ST00330;COCA COLA 2,5 LT;2;0;ADET;2;ADET;MERKEZ;;;;;
;ST00331;FANTA 2,5 LT;1;0;ADET;1;ADET;MERKEZ;;;;;
;ST00332;SPRİTE 2,5 LT ;1;0;ADET;1;ADET;MERKEZ;;;;;
;st0000161;BARDAK SU;100;0;ADET;100;ADET;MERKEZ;;;;;
;ST00067;SODA ÇEŞİTLERİ;12;0;Adet;12;Adet;MERKEZ;;;;;
;ST00344;KIRMIZI ŞARAP;9;0;LİTRE;9;LİTRE;MERKEZ;;;;;
;ST00345;BEYAZ ŞARAP;9;0;LİTRE;9;LİTRE;MERKEZ;;;;;
;st0000128;KILIÇ KÜRDAN;1000;0;ADET;1000;ADET;MERKEZ;;;;;
;;;;;;;;;;;;;
Reçete;ST00348;ÇİĞ KÖFTE;BUR00155;ÇİĞ KÖFTE;1;MERKEZ;MERKEZ;12.12.2025;MERKEZ;15.12.2025;;;
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;st0000473;İNCE BULGUR;1,3;0;KİLOGRAM;1,3;KİLOGRAM;MERKEZ;;;;;
;st0000013;SALÇA;0,091;0;KİLOGRAM;0,091;KİLOGRAM;MERKEZ;;;;;
;st0000147;ÖNCÜ BİBER SALÇA;0,091;0;KİLOGRAM;0,091;KİLOGRAM;MERKEZ;;;;;
;st0000321;SOĞAN;0,13;0;KİLOGRAM;0,13;KİLOGRAM;MERKEZ;;;;;
;st0000306;DOMATES;0,13;0;KİLOGRAM;0,13;KİLOGRAM;MERKEZ;;;;;
;ST00349;İSOT;0,039;0;KİLOGRAM;0,039;KİLOGRAM;MERKEZ;;;;;
;st0000099;ÖNCÜ PUL BİBER 1 KG;0,039;0;KİLOGRAM;0,039;KİLOGRAM;MERKEZ;;;;;
;st0000014;SAF TUZ 750 GR   ;0,052;0;KİLOGRAM;0,052;KİLOGRAM;MERKEZ;;;;;
;st0000108;KİMYON;0,039;0;KİLOGRAM;0,039;KİLOGRAM;MERKEZ;;;;;
;st0000015;KARABİBER 1000GR;0,039;0;KİLOGRAM;0,039;KİLOGRAM;MERKEZ;;;;;
;st0000189;NAR EKŞİLİ SOS;0,65;0;LİTRE;0,65;LİTRE;MERKEZ;;;;;
;st0000309;LİMON;1;0;KİLOGRAM;1;KİLOGRAM;MERKEZ;;;;;
;;;;;;;;;;;;;
Reçete;ST00350;MENÜ 2 ALKOLLÜ;BUR00157;MENÜ 2 ALKOLLÜ;100;MERKEZ;MERKEZ;12.12.2025;MERKEZ;15.12.2025;;;
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;ST00346;MENÜ 1 ALKOLLÜ;100;0;ADET;100;ADET;MERKEZ;;;;;
;ST00348;ÇİĞ KÖFTE;1;0;ADET;1;ADET;MERKEZ;;;;;
;st0000311;ICEBERG;2;0;ADET;2;ADET;MERKEZ;;;;;
;st0000057;TORTİLLA LAVAŞ 12 Lİ;12;0;ADET;12;ADET;MERKEZ;;;;;
;st0000234;EZİNE BEYAZ PEYNİR KG VAKUM;1,5;0;KİLOGRAM;1,5;KİLOGRAM;MERKEZ;;;;;
;ST00351;TATLI LOR PEYNİRİ;0,5;0;KİLOGRAM;0,5;KİLOGRAM;MERKEZ;;;;;
;ST00352;KURU KAYISI;0,2;0;KİLOGRAM;0,2;KİLOGRAM;MERKEZ;;;;;
;ST00353;KURU İNCİR;0,2;0;KİLOGRAM;0,2;KİLOGRAM;MERKEZ;;;;;
;st0000110;TOZ BİBER;0,2;0;KİLOGRAM;0,2;KİLOGRAM;MERKEZ;;;;;
;st0000001;CAJUN BAHARATI 1000 GR;0,1;0;ADET;0,1;ADET;MERKEZ;;;;;
;ST00252;SUSAM;0,3;0;KİLOGRAM;0,3;KİLOGRAM;MERKEZ;;;;;
;st0000302;MAYDONOZ;2;0;ADET;2;ADET;MERKEZ;;;;;
;st0000172;DEREOTU;1;0;ADET;1;ADET;MERKEZ;;;;;
;;;;;;;;;;;;;
Reçete;ST00354;MENÜ 3 ALKOLLÜ;BUR00162;MENÜ 3 ALKOLLÜ;100;MERKEZ;MERKEZ;12.12.2025;;;;;
;Stok Kodu;Stok Adı;Miktarı;Fire Miktarı;Birimi;Toplam Miktar;Birimi;Depo Adı;;;;;
;ST00323;BADEM (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00322;FINDIK (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00324;FISTIK (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00325;KAJU (ÇEREZ);0,75;0;KİLOGRAM;0,75;KİLOGRAM;MERKEZ;;;;;
;ST00327;DORİTOS TACO MEGA;4;0;ADET;4;ADET;MERKEZ;;;;;
;ST00328;LAYS KLASİK MEGA;4;0;ADET;4;ADET;MERKEZ;;;;;
;st0000313;SALATALIK;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000303;HAVUÇ;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000177;LİMON SOSU;1;0;LİTRE;1;LİTRE;MERKEZ;;;;;
;st0000455;ANANAS;11;0;ADET;11;ADET;MERKEZ;;;;;
;ST00336;KÜP MOZERELLA;2;0;KİLOGRAM;2;KİLOGRAM;MERKEZ;;;;;
;ST00335;KOKTEYL ZEYTİN;2;0;KİLOGRAM;2;KİLOGRAM;MERKEZ;;;;;
;st0000330;ÇİLEK;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
;st0000325;PORTAKAL ;4;0;KİLOGRAM;4;KİLOGRAM;MERKEZ;;;;;
;st0000335;KİVİ;3;0;KİLOGRAM;3;KİLOGRAM;MERKEZ;;;;;
