Stok Kodu,Stok Adı,Grubu,Birimi,MUTLULUK KAHVELERİ,ÇINARLI,AYAKÜSTÜ,MatchedIngredientName,MatchedPrice,SimScore,NeedsReview
ST00089,CORNETTO MARAŞ ÜSÜLÜ,ÇINARLI MENÜ,Adet,"50,00","50,00","0,00",KARTON KUMPİR 100'LÜ,4.29,45,1
ST00090,CLASSİC KAKAO,ÇINARLI MENÜ,Adet,"20,00","20,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,70,1
ST00091,CLASSSİC VANİLYA,ÇINARLI MENÜ,Adet,"20,00","20,00","0,00",VİLEDA PASPAS UCU HAVLU MOP,27.5,46,1
ST00092,BOOM BOOM,ÇINARLI MENÜ,Adet,"35,00","35,00","0,00",DOMATES BEEF,80.0,37,1
ST00093,MARAŞ CUP,ÇINARLI MENÜ,Adet,"30,00","30,00","0,00",PATATES,35.0,50,1
ST00094,NOGGER,ÇINARLI MENÜ,Adet,"50,00","50,00","0,00",ASPER,80.0,36,1
ST00095,FRİGOLA,ÇINARLI MENÜ,Adet,"30,00","30,00","0,00",PRİL,213.0,54,1
ST00096,MAGNUM BEYAZ,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",DOMATES BEEF,80.0,41,1
ST00097,MAGNUM BADEM,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",LİMON LAMAS,110.0,43,1
ST00098,MAGNUM CLASSİC,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,66,1
ST00099,MAGNUM DBL CHILL,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",ÇERİ DOMATES,100.0,42,1
ST00100,MAGNUM DBL EUPHORİA,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",KALIN BULGUR,29.8,45,1
ST00101,MAGNUM DBL KARADUT,ÇINARLI MENÜ,ADET,"65,00","65,00","0,00",AYRAN 300 ML. EDT,13.1,47,1
ST00102,MAGNUM DBL CHOCOLATE,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",COCA-COLA KUTU330ML 1X24 SAC25,635.14,40,1
ST00103,MAGNUM COOCKİE,ÇINARLI MENÜ,Adet,"65,00","65,00","0,00",Kıyma,740.0,42,1
ST00104,MAX TWİSTER FOREST,ÇINARLI MENÜ,Adet,"15,00","15,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,41,1
ST00105,MAX TWİSTER OCEAN,ÇINARLI MENÜ,Adet,"15,00","15,00","0,00",19 LT DAMACAN SU,118.81,48,1
ST00015,KALBURABASTI,ÇINARLI MENÜ,PORSİYON,"90,00","0,00","0,00",KARIŞTIRICI,56.0,52,1
ST00001,TOP DONDURMA,DONDURMA,Adet,"45,00","0,00","0,00",ÇERİ DOMATES,100.0,41,1
ST00222,CARTE DOR PANTHEON OREO 5.5 LT,DONDURMA,ADET,"0,00","0,00","0,00",DERECIK SIRKE 2 LT *9AD,41.0,28,1
ST00227,KURU NANE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KALIN BULGUR,29.8,47,1
ST00228,HAZIR DOMATES SOS,Hammadde,LİTRE,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,73,1
ST00211,MAGİC SEASONİNG CAJUN BAHARATI 567 GR,Hammadde,ADET,"0,00","0,00","0,00",GREEN BLUE CAJUN BAHARATI 1000GR,207.5,45,1
ST00212,KÖRİ TOZU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",TOZ ŞEKER 50  KG,1975.0,50,1
ST00206,PINAR SOSİS SERVİS 460 GR.,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PINAR MAYONEZ 700 GR,66.0,42,1
ST00207,TAVUK JÜLYEN,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KNORR BULYON 5 KG DANA,1840.0,41,1
ST00208,"FEAST TORPAT PATATES10*10 2,5 KG*6",Hammadde,KOLİ,"0,00","0,00","0,00","SF PATATES KLASİK (9x9) 2,5 KG X 5",95.3,50,1
ST00209,BARDACIK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",7 OZ BARDAK,0.55,63,1
ST00202,SUPERFRESH 9*9 PATATES (KLASİK),Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATATES,35.0,100,0
ST00166,ÇITIR TAVUK BONFİLE PARÇALARI,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BİBER TATLI,160.0,40,1
ST00197,FO ŞURUP NARLI 700 ML,Hammadde,ADET,"0,00","0,00","0,00",SUCUK BÜFE 900 GR.,699.1,37,1
ST00198,DAMACANA SU 1 LT,Hammadde,LİTRE,"0,00","0,00","0,00",19 LT DAMACAN SU,118.81,78,1
st0000468,DONUK TAZE FASÜLYE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",DONUK ARPACIK SOĞAN 15KG,209.0,43,1
st0000473,İNCE BULGUR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KALIN BULGUR,29.8,78,1
ST00157,TEST,Hammadde,ADET,"0,00","0,00","0,00",PATATES,35.0,54,1
ST00182,KÜP KESİM SALATALIK TURŞUSU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,41,1
ST00183,SANDWİÇ SOSU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",SIVI SABUN 5 LT,189.8,37,1
ST00184,LOR PEYNİRİ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",HARUN DILIM KAŞAR  PEYNİRİ,329.0,77,1
ST00185,SALATA SOSU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",LİMON LAMAS,110.0,45,1
ST00186, DANA SOSİS,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KNORR BULYON 5 KG DANA,1840.0,57,1
st0000380,TAVUK PİRZOLA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BİBER TATLI,160.0,41,1
st0000381,TAVUK BONFİLE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BİBER TATLI,160.0,50,1
st0000382,YUMURTA 30 LU,Hammadde,ADET,"0,00","0,00","0,00",KARTON KUMPİR 100'LÜ,4.29,33,1
st0000383,TAVUK BAGET,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BİBER TATLI,160.0,45,1
st0000384,BÜTÜN PİLİÇ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KALIN BULGUR,29.8,52,1
st0000385,TAVUK BUT,Hammadde,KİLOGRAM,"0,00","0,00","0,00",HAVUÇ,50.0,42,1
st0000429,ROLL EKMEĞİ SADE 40 GR,Hammadde,ADET,"0,00","0,00","0,00",ROLL EKMEĞİ Kepekli 40 GR,4.95,87,1
st0000430,ROLL EKMEĞİ KEPEKLİ 40 GR,Hammadde,ADET,"0,00","0,00","0,00",ROLL EKMEĞİ Kepekli 40 GR,4.95,100,0
st0000431,SANDVİÇ EKMEĞİ BÜFE TİP 6*65 GR,Hammadde,PAKET,"0,00","0,00","0,00",SANDVİÇ EKMEĞİ Büfe Tip 6*65 GR,54.46,100,0
st0000432,HAMBURGER EKMEĞİ BÜFE TİP 6*85 GR,Hammadde,PAKET,"0,00","0,00","0,00",SANDVİÇ EKMEĞİ Büfe Tip 6*65 GR,54.46,60,1
st0000433,TOST EKMEĞİ 1000 GR,Hammadde,ADET,"0,00","0,00","0,00",SANDVİÇ EKMEĞİ Büfe Tip 6*65 GR,54.46,49,1
st0000437,KAYMAKSIZ YOĞURT KOVA KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KAYMAKSIZ YĞR YY KOVA 10 KG ED,387.09,82,1
st0000438,SÜTAŞ TOST PEYNİRİ DİLİMLİ KG ,Hammadde,ADET,"0,00","0,00","0,00","TOST PEYNİRİ DİLİMLİ 1,5 KG (K6)",439.09,88,1
st0000439,SÜT YARIM YAĞLI 1 LT,Hammadde,LİTRE,"0,00","0,00","0,00",SÜT YARIM YAĞLI 1 L,34.41,97,0
st0000440,KAYMAKSIZ YOĞURT 200 GR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KAYMAKSIZ YĞR YY KOVA 10 KG ED,387.09,49,1
st0000442,SÜZME YOĞURT,Hammadde,KİLOGRAM,"0,00","0,00","0,00",5000 GR SÜZME ÇİÇEK BALI KOVA HASKAYMAK,960.0,58,1
st0000443,BURGER PEYNİRİ 1000 G,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PEROS ASPEROX 1000 GR,52.5,61,1
st0000446,BAMYA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KAPYA BİBER,130.0,50,1
st0000448,GEDİK PL. KOKT. SOSİS 1KG*8,Hammadde,KİLOGRAM,"0,00","0,00","0,00",DONUK ARPACIK SOĞAN 15KG,209.0,33,1
st0000450,KARPUZ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",FT KARPUZ KUTU 330ML REMIX DYS,321.82,100,0
st0000451,SILVER 9*9 PATATES 12*5,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATATES,35.0,100,0
st0000452,GDK UZUN SOSİS 1000 GR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",SUCUK BÜFE 900 GR.,699.1,51,1
st0000453,DOLMALIK BİBER,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BİBER TATLI,160.0,72,1
st0000454,KÖFTE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",MIKROFIBER BEZ,26.0,42,1
st0000455,ANANAS,Hammadde,ADET,"0,00","0,00","0,00",MANTAR,170.0,50,1
st0000188,MISIR UNU 1 KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",OVA UN 25 KG.,719.0,38,1
st0000189,NAR EKŞİLİ SOS,Hammadde,LİTRE,"0,00","0,00","0,00",ROLL EKMEĞİ Kepekli 40 GR,4.95,41,1
st0000190,SALATALIK TURŞUSU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",SIVI SABUN APARATI,139.0,45,1
st0000191,TEKSEN SİYAH ZEYTİN EZMESİ 5 KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",MİNİ--CEM SİYAH ZEYTİN  PİKNİK VAKUM 20GR 96 LI,445.0,40,1
st0000192,TAM YAĞLI SÜT 1 LT,Hammadde,LİTRE,"0,00","0,00","0,00",SÜT YARIM YAĞLI 1 L,34.41,86,1
st0000210,KÜHNE TÜRK TİPİ 720 MLT SALATALIK,Hammadde,ADET,"0,00","0,00","0,00",VENTURA FRESH M (Genel Temizlik Mad.)20 KG.,598.0,34,1
st0000214,ACIBİBER SOSU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KIL BİBER ACI,230.0,69,1
st0000215,FO TOPING FRAMBUAZ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PINAR MAYONEZ 700 GR,66.0,47,1
st0000216,FO MEYVE PÜRESİ FROZEN AHUDUDU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",S.BRİTE YEŞİL  SÜNGER 4-Lİ 3 M,196.0,40,1
st0000217,FO ŞURUP KOKTEYL,Hammadde,KİLOGRAM,"0,00","0,00","0,00",DOMATES BEEF,80.0,42,1
st0000218,OLIOVILLA SIZMA Z.YAĞI LT,Hammadde,LİTRE,"0,00","0,00","0,00",VERDE SIZMA Z.YAĞI 5KG,1544.0,70,1
st0000222,LİMON SUYU,Hammadde,LİTRE,"0,00","0,00","0,00",LİMON,120.0,100,0
st0000223,VERDE SIZMA Z.YAĞI 5 KG,Hammadde,LİTRE,"0,00","0,00","0,00",VERDE SIZMA Z.YAĞI 5KG,1544.0,97,0
st0000224,YOĞURT HOMOJEN 9 KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PUDRA ŞEKERİ DÖKME 5 KG,63.0,32,1
st0000226,KRİSTAL Z.YAĞI RİVİERA 18 LT,Hammadde,LİTRE,"0,00","0,00","0,00",VERDE SIZMA Z.YAĞI 5KG,1544.0,41,1
st0000227,NO 2 TURŞU,Hammadde,KİLOGRAM,"0,00","0,00","0,00",19 LT DAMACAN SU,118.81,46,1
st0000208,ORET KOKTEYL SOSİS KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PUDRA ŞEKERİ DÖKME 5 KG,63.0,50,1
st0000234,EZİNE BEYAZ PEYNİR KG VAKUM,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BAHÇIVAN MOZERELLA PEYNIR,379.0,50,1
st0000280,NESTLE KAKAO 4X1KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,47,1
st0000281,BURGER BÜFE 90 GR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",SUCUK BÜFE 900 GR.,699.1,55,1
st0000282,UNICOMIX PURE 1150 GR LİMON,Hammadde,KİLOGRAM,"0,00","0,00","0,00",LİMON,120.0,100,0
st0000283,UNICOMIX PURE 1150 GR FRAMBUAZ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",500 GR CAM KİRAZ ŞEKERLEME,248.0,35,1
st0000284,NESTLE PROFESSIONAL PRALIN 10KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PEROS ASPEROX 1000 GR,52.5,31,1
st0000285,AYÇEKİRDEĞİ İÇİ,Hammadde,LİTRE,"0,00","0,00","0,00",KARIŞTIRICI,56.0,46,1
st0000286,EXTRA SÜTLÜ PARÇA ÇİKOLATA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",NAR TEKLI SARMA ŞEKER 4 KG,259.0,42,1
st0000287,ESMER ŞEKER 1 KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",TOZ ŞEKER 50  KG,1975.0,54,1
st0000288,FINDIK FİLE 1 KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",FINEFOOD ISPANAK 10 KG,67.5,48,1
st0000289,"NESTLE BİTTER KUVERTÜR 2,5KG",Hammadde,KİLOGRAM,"0,00","0,00","0,00",S.BRİTE YEŞİL  SÜNGER 4-Lİ 3 M,196.0,49,1
st0000290,"NESTLE 1927 SÜTLÜ KUVERTÜR 2,5KG",Hammadde,KİLOGRAM,"0,00","0,00","0,00",SPR KUTU330ML 1X24 2022 DYS,643.63,29,1
st0000300,UNICOMİX PÜRE 1150 GR KARADUT,Hammadde,KİLOGRAM,"0,00","0,00","0,00",GREEN BLUE CAJUN BAHARATI 1000GR,207.5,49,1
st0000301,MANTAR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",MANTAR,170.0,100,0
st0000302,MAYDONOZ,Hammadde,ADET,"0,00","0,00","0,00",LİMON,120.0,46,1
st0000303,HAVUÇ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",HAVUÇ,50.0,100,0
st0000305,KEREVİZ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",YEŞİL BİBER,120.0,44,1
st0000306,DOMATES,Hammadde,KİLOGRAM,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,100,0
st0000307,FESLEĞEN,Hammadde,ADET,"0,00","0,00","0,00",ELMA,120.0,33,1
st0000308,YEŞİL BİBER,Hammadde,KİLOGRAM,"0,00","0,00","0,00",YEŞİL BİBER,120.0,100,0
st0000309,LİMON,Hammadde,KİLOGRAM,"0,00","0,00","0,00",LİMON LAMAS,110.0,100,0
st0000310,LOLOROSO ADET ,Hammadde,ADET,"0,00","0,00","0,00",LOLOROSSO,90.0,72,1
st0000311,ICEBERG,Hammadde,ADET,"0,00","0,00","0,00",MİCROFİBER BEZ,38.4,47,1
st0000312,PATLICAN,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATLICAN,100.0,100,0
st0000313,SALATALIK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",LİMON LAMAS,110.0,50,1
st0000314,ÇERY DOMATES,Hammadde,KİLOGRAM,"0,00","0,00","0,00",ÇERİ DOMATES,100.0,91,0
st0000315,KIL ACI BİBER,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KIL BİBER ACI,230.0,100,0
st0000317,MUZ İTHAL,Hammadde,KİLOGRAM,"0,00","0,00","0,00",HAVUÇ,50.0,42,1
st0000318,ARMUT,Hammadde,KİLOGRAM,"0,00","0,00","0,00",AYRAN 200 MLT,184.0,44,1
st0000319,YEŞİL ELMA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",ELMA,120.0,100,0
st0000320,KARNABAHAR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",MANTAR,170.0,50,1
st0000321,SOĞAN,Hammadde,KİLOGRAM,"0,00","0,00","0,00",DONUK ARPACIK SOĞAN 15KG,209.0,100,0
st0000322,TAZE FASULYE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATATES,35.0,42,1
st0000323,KAPYA BİBER,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KAPYA BİBER,130.0,100,0
st0000324,KİRAZ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",500 GR CAM KİRAZ ŞEKERLEME,248.0,100,0
st0000325,PORTAKAL ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PRİL,213.0,50,1
st0000326,ELMA İTHAL,Hammadde,KİLOGRAM,"0,00","0,00","0,00",ELMA,120.0,100,0
st0000327,PATATES,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATATES,35.0,100,0
st0000328,MANDALİNA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",MANTAR,170.0,53,1
st0000329,KABAK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",AYSBERK,90.0,50,1
st0000330,ÇİLEK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KIL BİBER ACI,230.0,44,1
st0000331,ZENCEFİL,Hammadde,KİLOGRAM,"0,00","0,00","0,00",YEŞİL BİBER,120.0,42,1
st0000332,TOPAN PATLICAN,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATLICAN,100.0,100,0
st0000333,NAZO BİBER,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KIL BİBER ACI,230.0,66,1
st0000334,SARIMSAK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",Kıyma,740.0,46,1
st0000335,KİVİ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",Kıyma,740.0,44,1
st0000336,AKDENİZ SALATASI,Hammadde,KİLOGRAM,"0,00","0,00","0,00",ARSLANOĞLU PEYNIR TATLISI,575.0,43,1
st0000337,KIRMIZI SOĞAN,Hammadde,KİLOGRAM,"0,00","0,00","0,00",GÖZE KIRMIZI MERCIMEK YERLI,96.0,70,1
st0000338,SALATALIK SİLOR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",LİMON LAMAS,110.0,46,1
st0000339,ŞEFTALİ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",BİBER TATLI,160.0,55,1
st0000272,NESTLE CAPUCCINOCREAMER 12X1KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,51,1
st0000273,NESCAFE SÜTLÜ 12X1KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,62,1
st0000274,NESTLE SICAK ÇİKOLATA 12X1KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,57,1
st0000275,NESCAFE INTENSE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,63,1
st0000276,NESCAFE CAPPUCINO VANL. 12X1KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",NESCAFE CLASSIC Tin SR 6x1kg,1368.96,63,1
st0000001,CAJUN BAHARATI 1000 GR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",GREEN BLUE CAJUN BAHARATI 1000GR,207.5,81,1
st0000002,KREMA,Hammadde,LİTRE,"0,00","0,00","0,00",BIOGURME / FLENE %20 YAĞLI KREMA 1LT,96.0,100,0
st0000008,HİSAR TÜRK KAHVE 500 GR,Hammadde,ADET,"0,00","0,00","0,00",HISAR TÜRK KAH. FOLYO 18X500G,280.88,74,1
st0000009,PEKMEZCİ SİGARA BÖREĞİ (KALEM),Hammadde,KİLOGRAM,"0,00","0,00","0,00",ROLL EKMEĞİ Kepekli 40 GR,4.95,45,1
st0000011,MAYONEZ KİLOLUK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PINAR MAYONEZ 700 GR,66.0,63,1
st0000012,KETÇAP KİLOLUK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",KARTON KUMPİR 100'LÜ,4.29,41,1
st0000013,SALÇA,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATLICAN,100.0,61,1
st0000014,SAF TUZ 750 GR   ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",TOZ ŞEKER 50  KG,1975.0,47,1
st0000015,KARABİBER 1000GR,Hammadde,KİLOGRAM,"0,00","0,00","0,00",GREEN BLUE CAJUN BAHARATI 1000GR,207.5,58,1
st0000016,POŞET SAF TUZ  MİNİ,Hammadde,ADET,"0,00","0,00","0,00",30CM 4 LÜ Sefer Tası PASL.,2600.0,41,1
st0000017,TRAKYAĞ SIVIYAĞ LT,Hammadde,LİTRE,"0,00","0,00","0,00",TRAKYAĞ A.YAĞI 18LT,1630.0,75,1
st0000018,POŞET KARABİBER MİNİ,Hammadde,ADET,"0,00","0,00","0,00",KIL BİBER ACI,230.0,48,1
st0000004,ÜLKER TEREMYAĞ KG ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",VERDE SIZMA Z.YAĞI 5KG,1544.0,51,1
st0000005,FRİTA YAĞI 18 LT,Hammadde,LİTRE,"0,00","0,00","0,00",TRAKYAĞ A.YAĞI 18LT,1630.0,62,1
st0000054,TBT JUMBO DEMLİK 30 GR OFÇAY ( 30 ADET),Hammadde,KİLOGRAM,"0,00","0,00","0,00",TBT-JUMBO-DEMLIK 30 GR OF (30ADET),358.0,92,0
st0000056,GALETA UNU ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",OVA UN 25 KG.,719.0,45,1
st0000057,TORTİLLA LAVAŞ 12 Lİ,Hammadde,ADET,"0,00","0,00","0,00",LİMON LAMAS,110.0,51,1
st0000058,PİRİNÇ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PRİL,213.0,60,1
st0000059,KIRMIZI MERCİMEK YERLİ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",GÖZE KIRMIZI MERCIMEK YERLI,96.0,100,0
st0000060,KÖZLENMİŞ PATLICAN,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PATLICAN,100.0,100,0
st0000061,CEVİZ İÇİ,Hammadde,KİLOGRAM,"0,00","0,00","0,00",MİCROFİBER BEZ,38.4,52,1
st0000062,PUDRA ŞEKERİ DÖKME,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PUDRA ŞEKERİ DÖKME 5 KG,63.0,100,0
st0000063,DONUK ISPANAK,Hammadde,KİLOGRAM,"0,00","0,00","0,00",FINEFOOD ISPANAK 10 KG,67.5,70,1
st0000065,TEREYAĞI 1 KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",VERDE SIZMA Z.YAĞI 5KG,1544.0,42,1
st0000073,KAVUN,Hammadde,ADET,"0,00","0,00","0,00",HAVUÇ,50.0,60,1
st0000074,NANE,Hammadde,ADET,"0,00","0,00","0,00",ASPER,80.0,44,1
st0000078,TOZ ŞEKER 50 KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",TOZ ŞEKER 50  KG,1975.0,100,0
st0000079,DR OETKER VANILYA 1 KG,Hammadde,KİLOGRAM,"0,00","0,00","0,00",PUDRA ŞEKERİ DÖKME 5 KG,63.0,38,1
st0000080,PEYNİR TATLISI DÖKME KG GÜVENAL,Hammadde,KİLOGRAM,"0,00","0,00","0,00",ARSLANOĞLU PEYNIR TATLISI,575.0,71,1
st0000083,AYÇİÇEK YAĞI  LT,Hammadde,LİTRE,"0,00","0,00","0,00",TRAKYAĞ A.YAĞI 18LT,1630.0,47,1
st0000084,KURU FASÜLYE,Hammadde,KİLOGRAM,"0,00","0,00","0,00",ASPER,80.0,47,1
st0000085,İRİ NOHUT MEKSİKA 10 MM,Hammadde,KİLOGRAM,"0,00","0,00","0,00",İRİ NOHUT MEKSIKA 10 MM,94.0,100,0
st0000086,ÜZÜM NO 10 MM,Hammadde,KİLOGRAM,"0,00","0,00","0,00",İRİ NOHUT MEKSIKA 10 MM,94.0,55,1
